company_name,url,source,hub_name,hub_type,company_number,postcode,ch_status,sic_code,company_size,incorporated,last_accounts,address,ch_validated,ch_match_score,ch_match_name,ch_concern,has_url,founded_year,description,sector_tags,stage,tech_keywords,employee_est,hiring_status,careers_url,has_careers_page,role_count,roles_json,contact_email
HOLDEN SYSTEMS LIMITED,,companies_house,,,5661742.0,CB25 9AU,Active,62020 - Information technology consultancy activities,UNAUDITED ABRIDGED,22/12/2005,31/03/2025,"7 QUY COURT COLLIERS LANE, STOW-CUM-QUY, CAMBRIDGE",True,,,False,False,2005.0,"IT consultancy company providing information technology consulting services and technology advisory. Based in Stow-cum-Quy, Cambridge, the company delivers IT consulting and systems solutions.","[""consulting"", ""software""]",established,"IT consulting, systems integration, technology services",1-10,no_info,,False,0,[],
HORIZON DISCOVERY BIOSCIENCES LIMITED,,companies_house,,,5978215.0,CB25 9TL,Active,72110 - Research and experimental development on biotechnology,FULL,25/10/2006,29/12/2024,"8100 CAMBRIDGE RESEARCH PARK, BEACH DRIVE, WATERBEACH, CAMBRIDGE",True,,,False,False,2006.0,"Biotech research and services company conducting research and experimental development on biotechnology. Based at Cambridge Research Park, Waterbeach, Horizon Discovery provides genome editing services and tools.","[""biotech"", ""genomics"", ""research""]",established,"genome editing, CRISPR, cell engineering, genetic tools",200-1000,possibly_hiring,,False,0,[],
HORIZON DISCOVERY GROUP LIMITED,,companies_house,,,8921143.0,CB25 9TL,Active,72110 - Research and experimental development on biotechnology,FULL,04/03/2014,29/12/2024,"BUILDING 8100 CAMBRIDGE RESEARCH PARK, BEACH DRIVE, WATERBEACH, CAMBRIDGE",True,,,False,False,2014.0,"Biotech research company providing research and experimental development services in biotechnology. Listed entity at Cambridge Research Park, Waterbeach, operating as a group entity for genome editing and cell engineering services.","[""biotech"", ""genomics"", ""research""]",established,"genome editing, cell engineering, CRISPR technology, research services",200-1000,possibly_hiring,,False,0,[],
HYBRID SOFTWARE HELIX LIMITED,,companies_house,,,2049413.0,CB23 6DW,Active,62012 - Business and domestic software development,FULL,26/08/1986,31/12/2024,"2ND FLOOR, BUILDING 2030, CAMBOURNE BUSINESS PARK, CAMBOURNE",True,,,False,False,1986.0,"Software development company specializing in business and domestic software applications. Based at Cambourne Business Park, the company develops software solutions for design and publishing.","[""software"", ""SaaS"", ""developer tools""]",established,"software development, design software, business applications",51-200,no_info,,False,0,[],
HYPERSPHERIC SOLUTIONS LIMITED,,companies_house,,,3947438.0,CB25 9AU,Active,62012 - Business and domestic software development,UNAUDITED ABRIDGED,14/03/2000,31/03/2025,"7 QUY COURT COLLIERS LANE, STOW-CUM-QUY, CAMBRIDGE",True,,,False,False,2000.0,"Software development company specializing in business and domestic software development. Based in Stow-cum-Quy, Cambridge, the company creates custom software solutions.","[""software"", ""SaaS""]",established,"software development, custom applications, business software",11-50,no_info,,False,0,[],
ICS COMPUTER SERVICES LIMITED,,companies_house,,,2127331.0,CB25 9AU,Active,62011 - Ready-made interactive leisure and entertainment software development,UNAUDITED ABRIDGED,01/05/1987,31/12/2024,"7 QUY COURT COLLIERS LANE, STOW-CUM-QUY, CAMBRIDGE",True,,,False,False,1987.0,"Software development company specializing in interactive leisure and entertainment software development. Based in Stow-cum-Quy, Cambridge, the company develops gaming and entertainment applications.","[""software"", ""entertainment""]",established,"game development, interactive software, entertainment applications",11-50,no_info,,False,0,[],
ILLUMINA CAMBRIDGE LIMITED,https://www.illumina.com,companies_house,,,3625145.0,CB21 6DF,Active,72110 - Research and experimental development on biotechnology,FULL,02/09/1998,29/12/2024,"19 GRANTA PARK, GREAT ABINGTON, CAMBRIDGE",True,,,False,False,1998.0,"Illumina is a leading provider of DNA sequencing and array-based analysis tools for genomics research, clinical diagnostics, and life sciences. They develop sequencing platforms and services that enable gene analysis across research, clinical, and industry applications.","[""genomics"", ""diagnostics"", ""biotech"", ""research""]",established,"DNA sequencing, genomic analysis, bioinformatics, next-generation sequencing, genetic testing",1000+,actively_hiring,https://www.illumina.com/careers.html,True,0,[],
INCLUME LTD,,companies_house,,,11709250.0,CB1 1AH,Active,71111 - Architectural activities,UNAUDITED ABRIDGED,03/12/2018,31/12/2024,"UNIT 87, 23 KING STREET, CAMBRIDGE",True,,,False,False,2018.0,Inclume is an architectural design services firm based in Cambridge providing engineering design and architectural consulting for commercial and industrial projects in the UK.,"[""consulting""]",startup,"architectural design, CAD, building design, technical drawings",1-10,no_info,,False,0,[],
INEA UK LIMITED,,companies_house,,,10597443.0,CB4 0WZ,Active,71121 - Engineering design activities for industrial process and production,SMALL,02/02/2017,31/12/2024,"TENNYSON HOUSE, CAMBRIDGE BUSINESS PARK, CAMBRIDGE",True,,,False,False,2017.0,"INEA UK Limited specializes in engineering design activities for industrial processes and production, providing technical consulting and design services to manufacturing and industrial clients.","[""consulting"", ""hardware""]",scaleup,"industrial design, process engineering, manufacturing, CAD, technical consulting",11-50,no_info,,False,0,[],
INSIGNIS ASSET MANAGEMENT LIMITED,,companies_house,,,9477376.0,CB4 0WS,Active,62012 - Business and domestic software development,FULL,09/03/2015,31/03/2025,"ST JOHN'S INNOVATION CENTRE, COWLEY ROAD, CAMBRIDGE",True,,,False,False,2015.0,"Insignis Asset Management Limited is a software development company focused on business and domestic software solutions, likely serving asset management and financial sectors.","[""fintech"", ""SaaS"", ""software""]",scaleup,"asset management software, financial software, software development, business applications",51-200,no_info,,False,0,[],
INTELLICENE SOFTWARE UK LIMITED,,companies_house,,,12516929.0,CB1 2LA,Active,62090 - Other information technology service activities,SMALL,13/03/2020,31/12/2024,"SALISBURY HOUSE, STATION ROAD, CAMBRIDGE",True,,,False,False,2020.0,"Intellicene Software UK Limited provides information technology services and software solutions, serving business clients in the Cambridge area with IT consulting and development.","[""software"", ""SaaS"", ""developer tools""]",startup,"IT services, software development, business IT, consulting",1-10,no_info,,False,0,[],
INTELLIGENT FINGERPRINTING LIMITED,https://www.intelligentfingerprinting.com,companies_house,,,6409298.0,CB24 9NG,Active,72110 - Research and experimental development on biotechnology,SMALL,25/10/2007,30/06/2025,"14-17 EVOLUTION BUSINESS PARK MILTON ROAD, IMPINGTON, CAMBRIDGE",True,,,False,False,2007.0,Intelligent Fingerprinting develops portable drug testing technology using fingerprint analysis for rapid on-site detection of illicit drugs in saliva and sweat samples.,"[""diagnostics"", ""biotech"", ""healthtech""]",scaleup,"drug testing, biometric sensors, rapid diagnostics, point-of-care testing, fingerprint analysis",51-200,possibly_hiring,,False,0,[],
INTERACT BIO LTD,,companies_house,,,15130530.0,CB22 3FH,Active,72110 - Research and experimental development on biotechnology,SMALL,11/09/2023,30/09/2024,"THE CAMBRIDGE PARTNERSHIP THE DOROTHY HODGKIN BUILDING, BABRAHAM RESEARCH CAMPUS, CAMBRIDGE",True,,,False,False,2023.0,Interact Bio Ltd is a biotechnology research company focused on experimental development and biological research at the Cambridge Babraham Research Campus.,"[""biotech"", ""research"", ""drug discovery""]",startup,"biotechnology research, drug discovery, biological assays, lab research",1-10,no_info,,False,0,[],
INTERNATIONAL TECHNEGROUP LIMITED,,companies_house,,,1364362.0,CB24 4UQ,Active,62012 - Business and domestic software development,AUDITED ABRIDGED,21/04/1978,31/03/2025,"4 CARISBROOKE COURT ANDERSON, ROAD BUCKINGWAY BUSINESS PARK, SWAVESEY CAMBRIDGE",True,,,False,False,1978.0,International Technegroup Limited is a long-established software development company providing business and domestic software solutions since 1978.,"[""software"", ""SaaS"", ""developer tools""]",established,"software development, business applications, enterprise software",51-200,no_info,,False,0,[],
INTERNET WATCH FOUNDATION,https://www.iwf.org.uk,companies_house,,,3426366.0,CB24 9ZR,Active,62090 - Other information technology service activities,FULL,29/08/1997,31/03/2025,"DISCOVERY HOUSE CHIVERS WAY, HISTON, CAMBRIDGE",True,,,False,False,1997.0,The Internet Watch Foundation is a UK-based charity that combats online child sexual abuse and illegal content through technical expertise and partnerships with industry and law enforcement.,"[""cybersecurity"", ""research""]",established,"cybersecurity, online safety, content moderation, digital forensics, threat detection",51-200,no_info,https://www.iwf.org.uk/careers,True,0,[],
IPV LIMITED,,companies_house,,,5168019.0,CB24 9AD,Active,"26309 - Manufacture of communication equipment other than telegraph, and telephone apparatus and equipment",SMALL,01/07/2004,31/12/2024,"COMPASS HOUSE CHIVERS WAY, HISTON, CAMBRIDGE",True,,,False,False,2004.0,IPV Limited manufactures communication equipment and networking hardware for telecommunications and industrial applications.,"[""hardware"", ""semiconductors"", ""IoT""]",established,"communication equipment, networking hardware, telecommunications, manufacturing",11-50,no_info,,False,0,[],
IQGEO UK LIMITED,https://www.iqgeo.com,companies_house,,,11559043.0,CB1 2JD,Active,62012 - Business and domestic software development,AUDIT EXEMPTION SUBSIDIARY,07/09/2018,31/12/2024,"20 STATION ROAD, , CAMBRIDGE",True,,,False,False,2018.0,"IQGeo provides cloud-based network design and operations software for telecommunications service providers, enabling efficient network planning and resource management.","[""SaaS"", ""software"", ""developer tools""]",scaleup,"network management, cloud software, telecommunications, GIS mapping, network planning",51-200,possibly_hiring,https://www.iqgeo.com/careers,True,0,[],
IT AUXILIUM LTD,,companies_house,,,13996089.0,CB23 6JN,Active,62020 - Information technology consultancy activities,UNAUDITED ABRIDGED,22/03/2022,31/03/2025,"9 CAXTON HOUSE, BROAD STREET, CAMBRIDGE",True,,,False,False,2022.0,"IT Auxilium Ltd provides information technology consultancy services to businesses in Cambridge, offering IT strategy and technical consulting.","[""consulting"", ""software""]",startup,"IT consulting, technical support, business IT, systems consulting",1-10,no_info,,False,0,[],
ITOUCH LIMITED,,companies_house,,,3911278.0,CB4 0WZ,Active,62090 - Other information technology service activities,AUDIT EXEMPTION SUBSIDIARY,18/01/2000,31/12/2024,"MATRIX HOUSE, CAMBRIDGE BUSINESS PARK, COWLEY ROAD, CAMBRIDGE",True,,,False,False,2000.0,"ITouch Limited is an information technology services company providing software and IT services to businesses, likely serving Cambridge area clients.","[""software"", ""SaaS""]",established,"IT services, software solutions, business applications, technology consulting",11-50,no_info,,False,0,[],
JAMES LYNCH CONSULTING LTD,,companies_house,,,11496137.0,CB25 9AU,Active,62020 - Information technology consultancy activities,UNAUDITED ABRIDGED,02/08/2018,31/08/2025,"7 QUY COURT COLLIERS LANE, STOW-CUM-QUY, CAMBRIDGE",True,,,False,False,2018.0,James Lynch Consulting Ltd is an information technology consultancy providing IT strategy and technical consulting services to business clients.,"[""consulting"", ""software""]",startup,"IT consulting, technical strategy, business consulting, systems design",1-10,no_info,,False,0,[],
JOEL GUSTAFSSON CONSULTING LIMITED,,companies_house,,,12775594.0,CB2 1SJ,Active,71122 - Engineering related scientific and technical consulting activities,UNAUDITED ABRIDGED,28/07/2020,31/07/2025,"12C KINGS PARADE, , CAMBRIDGE",True,,,False,False,2020.0,"Joel Gustafsson Consulting Limited offers engineering and scientific consulting services, providing technical expertise for industrial and research projects.","[""consulting"", ""research""]",startup,"engineering consulting, scientific consulting, technical analysis, project engineering",1-10,no_info,,False,0,[],
JUSTWONTDIE LTD,,companies_house,,,12149769.0,CB22 5ES,Active,58210 - Publishing of computer games,UNAUDITED ABRIDGED,12/08/2019,31/12/2024,"63 HIGH STREET, LITTLE SHELFORD, CAMBRIDGE",True,,,False,False,2019.0,"JustWontDie Ltd is an independent video game publisher and developer based in Little Shelford, Cambridge, creating and publishing digital entertainment titles.","[""software"", ""developer tools""]",startup,"game development, game publishing, software development, digital entertainment",1-10,possibly_hiring,,False,0,[],
KANOOP LIMITED,,companies_house,,,4055393.0,CB24 3DQ,Active,62020 - Information technology consultancy activities,UNAUDITED ABRIDGED,18/08/2000,31/03/2025,"4 OAKINGTON BUSINESS PARK, DRY DRAYTON ROAD, OAKINGTON, CAMBRIDGE",True,,,False,False,2000.0,Kanoop Limited is an information technology consultancy providing business IT consulting and software development services to commercial clients in the Cambridge area.,"[""consulting"", ""software"", ""SaaS""]",established,"IT consulting, software development, business applications, technical consulting",11-50,no_info,,False,0,[],
KIGEN (UK) LIMITED,,companies_house,,,12780803.0,CB1 2GE,Active,62012 - Business and domestic software development,GROUP,30/07/2020,31/03/2025,"C/O MISHCON DE REYA, 4 STATION SQUARE, CAMBRIDGE",True,,,False,False,2020.0,Kigen UK Limited is a software development company focusing on business and domestic software solutions with international operations.,"[""software"", ""SaaS"", ""developer tools""]",scaleup,"software development, business applications, enterprise software, cloud solutions",51-200,no_info,,False,0,[],
KINGFISHER LABS LTD,,companies_house,,,12853841.0,CB1 2LG,Active,62020 - Information technology consultancy activities,UNAUDITED ABRIDGED,02/09/2020,30/09/2025,"59 GWYDIR STREET, , CAMBRIDGE",True,,,False,False,2020.0,"Kingfisher Labs Ltd provides information technology consultancy services, offering technical consulting and software solutions to Cambridge-based businesses.","[""consulting"", ""software""]",startup,"IT consulting, software development, technical services, business IT",1-10,no_info,,False,0,[],
KOKREATE LTD,,companies_house,,,15804816.0,CB25 9AU,Active,62012 - Business and domestic software development,UNAUDITED ABRIDGED,26/06/2024,30/04/2025,"7 QUY COURT, COLLIERS LANE, STOW-CUM-QUY",True,,,False,False,2024.0,"Kokreate Ltd is a software development company providing custom business and domestic software solutions, recently established in 2024.","[""software"", ""SaaS""]",startup,"software development, custom applications, web development, business software",1-10,no_info,,False,0,[],
L2S2 LIMITED,,companies_house,,,5780057.0,CB24 3DQ,Active,62012 - Business and domestic software development,UNAUDITED ABRIDGED,12/04/2006,30/04/2025,"2A OAKINGTON BUSINESS PARK, DRY DRAYTON ROAD, OAKINGTON, CAMBRIDGE",True,,,False,False,2006.0,L2S2 Limited is a software development company providing business and domestic software solutions to commercial clients in the Cambridge region.,"[""software"", ""SaaS"", ""developer tools""]",established,"software development, business applications, custom development, IT solutions",11-50,no_info,,False,0,[],
LAKE IMAGE SYSTEMS LIMITED,,companies_house,,,2961503.0,CB23 8TU,Active,26200 - Manufacture of computers and peripheral equipment,FULL,23/08/1994,31/03/2025,"DOMINO PRINTING SCIENCES PLC TRAFALGAR WAY, BAR HILL, CAMBRIDGE",True,,,False,False,1994.0,"Lake Image Systems Limited manufactures computer equipment and peripheral devices, serving industrial and commercial markets with imaging and computing solutions.","[""hardware"", ""semiconductors""]",established,"computer manufacturing, imaging systems, peripheral equipment, industrial computing",51-200,no_info,,False,0,[],
LEUCID BIO LTD,,companies_house,,,9331486.0,CB25 9PD,Active,72110 - Research and experimental development on biotechnology,SMALL,27/11/2014,30/06/2025,"BUILDING 1000 BEACH DRIVE, WATERBEACH, CAMBRIDGE",True,,,False,False,2014.0,"Leucid Bio Ltd is a biotechnology research company focused on experimental development and biological innovation at Waterbeach, Cambridge.","[""biotech"", ""research"", ""drug discovery""]",scaleup,"biotechnology, drug discovery, molecular biology, research development, cell engineering",11-50,possibly_hiring,,False,0,[],
LEVIDIAN NANOSYSTEMS LIMITED,https://www.levidian.com,companies_house,,,8186993.0,CB5 8HY,Active,72190 - Other research and experimental development on natural sciences and engineering,MEDIUM,21/08/2012,31/12/2024,"17 MERCERS ROW, , CAMBRIDGE",True,,,False,False,2012.0,"Levidian Nanosystems develops advanced nanotechnology and carbon engineering solutions for industrial and environmental applications, focusing on carbon transformation.","[""cleantech"", ""nanotechnology"", ""hardware"", ""materials science""]",scaleup,"nanotechnology, carbon engineering, advanced materials, environmental technology, nanomaterials",51-200,possibly_hiring,,False,0,[],
LFM SOFTWARE LIMITED,,companies_house,,,4256152.0,CB3 0HB,Active,62090 - Other information technology service activities,SMALL,20/07/2001,31/12/2024,"HIGH CROSS, MADINGLEY ROAD, CAMBRIDGE",True,,,False,False,2001.0,"LFM Software Limited provides information technology services and software solutions to businesses, offering software development and IT consulting.","[""software"", ""SaaS""]",established,"software development, IT services, business applications, software consulting",1-10,no_info,,False,0,[],
LIGHTCAST DISCOVERY LTD,,companies_house,,,11830666.0,CB3 0FA,Active,72110 - Research and experimental development on biotechnology,GROUP,15/02/2019,31/12/2024,"BROERS BUILDING, 21 JJ THOMSON AVENUE, CAMBRIDGE",True,,,False,False,2019.0,Lightcast Discovery Ltd is a biotech research company specializing in experimental development and discovery research in biotechnology and life sciences.,"[""biotech"", ""research"", ""drug discovery""]",scaleup,"drug discovery, biotechnology research, molecular screening, assay development, compound libraries",51-200,possibly_hiring,,False,0,[],
LINARO LIMITED,https://www.linaro.org,companies_house,,,7180318.0,CB22 7GG,Active,58290 - Other software publishing,GROUP,05/03/2010,30/09/2024,"HARSTON MILL, HARSTON, CAMBRIDGE",True,,,False,False,2010.0,"Linaro is a collaborative engineering organization developing open-source software and tools for ARM-based processors and embedded systems, enabling efficient software deployment.","[""software"", ""developer tools"", ""semiconductors""]",established,"ARM software, embedded systems, open-source, compiler optimization, software tools, Linux",200-1000,actively_hiring,https://www.linaro.org/careers,True,0,[],
LOTTIELAB LTD,https://www.lottielab.com,companies_house,,,13466789.0,CB1 2LA,Active,62012 - Business and domestic software development,UNAUDITED ABRIDGED,21/06/2021,30/06/2024,"SALISBURY HOUSE, STATION ROAD, CAMBRIDGE",True,,,False,False,2021.0,"Lottielab is a software development company providing animation tools and design software for web and mobile applications, serving designers and developers.","[""software"", ""developer tools"", ""SaaS""]",startup,"animation software, design tools, web development, interactive design, Lottie files",1-10,no_info,,False,0,[],
LOWRISC C.I.C.,https://www.lowrisc.org,companies_house,,,9272283.0,CB2 1GE,Active,26200 - Manufacture of computers and peripheral equipment,SMALL,20/10/2014,31/10/2024,"7 HILLS ROAD, , CAMBRIDGE",True,,,False,False,2014.0,Lowrisc is a community interest company focused on designing and promoting open-source semiconductor technology and RISC-V processor development.,"[""semiconductors"", ""open-source"", ""hardware""]",startup,"RISC-V, semiconductor design, open-source hardware, processor architecture, chip design",1-10,no_info,,False,0,[],
LUCIDA MEDICAL LTD,,companies_house,,,12320979.0,CB4 2HY,Active,72110 - Research and experimental development on biotechnology,UNAUDITED ABRIDGED,19/11/2019,31/03/2025,"ALLIA FUTURE BUSINESS CENTRE, KING'S HEDGES ROAD, CAMBRIDGE",True,,,False,False,2019.0,Lucida Medical Ltd is a biotech research company focused on experimental development and biotechnology innovation for healthcare applications.,"[""biotech"", ""medtech"", ""healthtech"", ""research""]",startup,"medical biotechnology, drug discovery, healthcare research, diagnostics development, bioassays",1-10,no_info,,False,0,[],
LUMINANCE TECHNOLOGIES LTD,https://www.luminance.ai,companies_house,,,9857705.0,CB1 2JD,Active,62012 - Business and domestic software development,GROUP,05/11/2015,31/12/2024,"5TH FLOOR, 20 STATION ROAD, CAMBRIDGE",True,,,False,False,2015.0,"Luminance Technologies develops AI-powered legal technology for document analysis, contract management, and due diligence, serving legal and professional services firms.","[""AI/ML"", ""deep learning"", ""SaaS"", ""software""]",scaleup,"artificial intelligence, legal tech, machine learning, NLP, contract analysis, document review",200-1000,actively_hiring,https://www.luminance.ai/careers,True,0,[],
MAPLESOFT EUROPE LIMITED,https://www.maplesoft.com,companies_house,,,8613855.0,CB22 4QH,Active,62090 - Other information technology service activities,SMALL,17/07/2013,31/12/2024,"THE OFFICERS' MESS, ROYSTON ROAD, DUXFORD",True,,,False,False,2013.0,"Maplesoft Europe distributes and supports Maple, a mathematical software system used for symbolic computation, technical visualization, and engineering analysis.","[""software"", ""developer tools"", ""SaaS""]",established,"mathematical software, symbolic computation, engineering analysis, technical computing, CAD",11-50,no_info,,False,0,[],
MATERIALS NEXUS LIMITED,,companies_house,,,13057449.0,CB1 2LA,Active,72190 - Other research and experimental development on natural sciences and engineering,SMALL,02/12/2020,31/12/2024,"SALISBURY HOUSE, STATION ROAD, CAMBRIDGE",True,,,False,False,2020.0,"Materials Nexus Limited conducts research and experimental development on materials science and engineering, developing advanced materials and manufacturing processes.","[""research"", ""materials science"", ""cleantech""]",startup,"materials science, advanced materials, materials engineering, computational materials, nanotechnology",1-10,no_info,,False,0,[],
MEDIMMUNE LIMITED,https://www.medimmune.com,companies_house,,,2451177.0,CB2 0AA,Active,72190 - Other research and experimental development on natural sciences and engineering,FULL,11/12/1989,31/12/2024,"1 FRANCIS CRICK AVENUE, CAMBRIDGE BIOMEDICAL CAMPUS, CAMBRIDGE",True,,,False,False,1989.0,MedImmune is a global biopharmaceutical company and research subsidiary of AstraZeneca developing innovative immunology and oncology treatments.,"[""pharma"", ""biotech"", ""drug discovery""]",established,"immunology, oncology, biopharmaceuticals, drug development, molecular biology, clinical research",1000+,actively_hiring,https://www.medimmune.com/careers,True,0,[],
MEDTECH INTERNATIONAL LIMITED,,companies_house,,,7182957.0,CB4 2HY,Active,72110 - Research and experimental development on biotechnology,UNAUDITED ABRIDGED,09/03/2010,31/03/2025,"ALLIA FUTURE BUSINESS CENTRE, KINGS HEDGES ROAD, CAMBRIDGE",True,,,False,False,2010.0,Medtech International Limited is a biotech research company focused on experimental development and medical technology innovation for healthcare applications.,"[""biotech"", ""medtech"", ""healthtech""]",startup,"medical technology, biomedical research, diagnostics, medical devices, healthcare innovation",1-10,no_info,,False,0,[],
METAIL LIMITED,https://www.metail.com,companies_house,,,6442935.0,CB1 2JD,Active,62012 - Business and domestic software development,SMALL,03/12/2007,31/12/2024,"22 STATION ROAD, , CAMBRIDGE",True,,,False,False,2007.0,"Metail is a software company developing 3D clothing fitting and virtual try-on technology for fashion retailers, enabling personalized shopping experiences.","[""software"", ""SaaS"", ""developer tools""]",scaleup,"3D technology, virtual try-on, fashion tech, computer vision, e-commerce software",51-200,possibly_hiring,,False,0,[],
METEOR INKJET LIMITED,,companies_house,,,9397756.0,CB22 7GG,Active,72190 - Other research and experimental development on natural sciences and engineering,FULL,20/01/2015,31/12/2024,"HARSTON MILL, ROYSTON ROAD, HARSTON",True,,,False,False,2015.0,"Meteor Inkjet Limited conducts research and development on advanced manufacturing technology, specializing in inkjet printing and industrial applications.","[""hardware"", ""research"", ""cleantech""]",scaleup,"inkjet technology, printing systems, advanced manufacturing, industrial technology, process development",51-200,possibly_hiring,,False,0,[],
METRION BIOSCIENCES LTD,,companies_house,,,9669815.0,CB21 6AL,Active,72110 - Research and experimental development on biotechnology,SMALL,03/07/2015,31/12/2024,"FIRST FLOOR, BUILDING 2 GRANTA CENTRE, GRANTA PARK, GREAT ABINGTON, CAMBRIDGE",True,,,False,False,2015.0,Metrion Biosciences Ltd is a biotechnology research company specializing in drug discovery and experimental development for pharmaceutical applications.,"[""biotech"", ""drug discovery"", ""pharma""]",scaleup,"drug discovery, biotechnology research, medicinal chemistry, molecular screening, assay development",11-50,possibly_hiring,,False,0,[],
MICROSOFT RESEARCH LIMITED,https://www.microsoft.com/research,companies_house,,,3369488.0,CB1 2FB,Active,62090 - Other information technology service activities,FULL,12/05/1997,30/06/2024,"21 STATION ROAD, , CAMBRIDGE",True,,,False,False,1997.0,"Microsoft Research Limited is the research arm of Microsoft, conducting fundamental computer science research including AI, machine learning, and systems innovation.","[""AI/ML"", ""deep learning"", ""software"", ""research""]",established,"artificial intelligence, machine learning, computer science research, quantum computing, data science",200-1000,actively_hiring,https://www.microsoft.com/research/careers,True,0,[],
MOMENTOUS THERAPEUTICS LTD,,companies_house,,,14150840.0,CB2 1PH,Active,72110 - Research and experimental development on biotechnology,SMALL,06/06/2022,31/12/2024,"BOTANIC HOUSE, 100 HILLS ROAD, CAMBRIDGE",True,,,False,False,2022.0,"Momentous Therapeutics Ltd is a biotech company focused on drug discovery and experimental development, specializing in therapeutic innovation.","[""biotech"", ""drug discovery"", ""pharma""]",startup,"drug discovery, therapeutic development, biotechnology, molecular biology, pharmaceutical research",1-10,no_info,,False,0,[],
MOVABLE TYPE LIMITED,https://movabletype.com,companies_house,,,2199624.0,CB1 2PR,Active,62012 - Business and domestic software development,UNAUDITED ABRIDGED,27/11/1987,31/03/2025,"31 YORK TERRACE, CAMBRIDGE, CAMBRIDGESHIRE",True,,,False,False,1987.0,"Movable Type is a web publishing and content management platform that enables users to create, manage, and publish web content. The company provides blogging and website building tools with flexible customization options for individuals and organizations.","[""SaaS"", ""software"", ""developer tools""]",established,"web publishing, content management, blogging, CMS, web platform",51-200,no_info,,False,0,[],
MPB INDUSTRIES LIMITED,,companies_house,,,4966728.0,CB4 1TF,Active,26512 - Manufacture of electronic industrial process control equipment,AUDIT EXEMPTION SUBSIDIARY,17/11/2003,30/04/2025,"BEACON HOUSE, NUFFIELD ROAD, CAMBRIDGE",True,,,False,False,2003.0,MPB Industries manufactures electronic industrial process control equipment. The company specializes in control systems and equipment for industrial automation and manufacturing processes.,"[""hardware"", ""semiconductors"", ""IoT""]",established,"industrial control, process control equipment, automation, electronics",51-200,no_info,,False,0,[],
NAITIVE TECHNOLOGIES LIMITED,,companies_house,,,11145951.0,CB1 2GE,Active,62012 - Business and domestic software development,SMALL,11/01/2018,31/01/2025,"C/O MISHCON DE REYA, FOUR STATION SQUARE, CAMBRIDGE",True,,,False,False,2018.0,Naitive Technologies develops business and domestic software solutions. The company builds custom software applications for enterprise and consumer markets.,"[""software"", ""SaaS"", ""developer tools""]",startup,"software development, business software, applications",1-10,possibly_hiring,,False,0,[],
NATIONAL INSTITUTE OF AGRICULTURAL BOTANY TRUST,https://www.niab.com,companies_house,,,7823588.0,CB3 0LE,Active,72110 - Research and experimental development on biotechnology,SMALL,26/10/2011,31/03/2024,"NIAB, 93 LAWRENCE WEAVER ROAD, CAMBRIDGE",True,,,False,False,2011.0,"NIAB is a leading agricultural research institution conducting research and experimental development on biotechnology and crop science. The organization focuses on plant breeding, crop improvement, and agricultural innovation to support sustainable farming.","[""biotech"", ""agritech"", ""research""]",established,"agricultural biotechnology, crop science, plant breeding, research",200-1000,possibly_hiring,https://www.niab.com/careers,True,0,[],
NETCRACKER TECHNOLOGY EMEA LIMITED,https://www.netcracker.com,companies_house,,,2412849.0,CB24 9ZR,Active,62020 - Information technology consultancy activities,FULL,11/08/1989,31/03/2025,"ENDURANCE HOUSE GROUND FLOOR, VISION PARK, HISTON",True,,,False,False,1989.0,"Netcracker Technology provides information technology consulting and software solutions for telecom, media, and software companies. The company specializes in business support systems and customer experience management platforms.","[""consulting"", ""SaaS"", ""software""]",established,"IT consulting, business support systems, telecom software, CRM",1000+,actively_hiring,https://www.netcracker.com/careers,True,0,[],
NETMORE IOT SOLUTIONS LTD,,companies_house,,,12211023.0,CB1 1HW,Active,62020 - Information technology consultancy activities,SMALL,17/09/2019,31/12/2024,"10 WELLINGTON STREET, , CAMBRIDGE",True,,,False,False,2019.0,Netmore IoT Solutions provides information technology consulting focused on Internet of Things deployments. The company assists organizations in implementing and managing IoT solutions.,"[""IoT"", ""consulting"", ""software""]",startup,"IoT, internet of things, consulting, connected devices",11-50,possibly_hiring,,False,0,[],
NEW VISION GROUP LIMITED,,companies_house,,,5196236.0,CB3 0NA,Active,62020 - Information technology consultancy activities,SMALL,03/08/2004,31/12/2024,"GROUND FLOOR, 3 WELLBROOK COURT, GIRTON, CAMBRIDGE",True,,,False,False,2004.0,"New Vision Group offers information technology consulting services to businesses. The company provides IT strategy, implementation, and support services.","[""consulting"", ""software"", ""IT""]",scaleup,"IT consulting, business transformation, technology services",51-200,possibly_hiring,,False,0,[],
NODES & LINKS LIMITED,,companies_house,,,11388602.0,CB1 2LA,Active,62012 - Business and domestic software development,SMALL,30/05/2018,31/12/2024,"SALISBURY HOUSE, STATION ROAD, CAMBRIDGE",True,,,False,False,2018.0,Nodes & Links develops business and domestic software applications. The company specializes in custom software development and digital solutions.,"[""software"", ""developer tools"", ""SaaS""]",startup,"software development, web applications, custom software",11-50,possibly_hiring,,False,0,[],
